,time_simulation,P_104 [L/s],Mix_TK100,Mix_R101,Csus_R101,x_R101,SV_p,SV_gl,molCH4_acum_V101,molCO2_acum_V101,molO2_acum_V101,molH2S_acum_V101,molNH3_acum_V101,molH2O_acum_V101,biogas_acum_V101,Pacum_V101,Pstorage_V101,x_CH4_V101,x_CO2_V101,x_O2_V101,x_NH3_V101,x_H2S_V101,RH_V101,molCH4_acum_V102,molCO2_acum_V102,molO2_acum_V102,molH2S_acum_V102,molNH3_acum_V102,molH2O_acum_V102,biogas_acum_V102,Pacum_V102,Pstorage_V102,x_CH4_V102,x_CO2_V102,x_O2_V102,x_NH3_V102,x_H2S_V102,RH_V102,molCH4_acum_V107,molCO2_acum_V107,molO2_acum_V107,molH2S_acum_V107,molNH3_acum_V107,molH2O_acum_V107,biogas_acum_V107,Pacum_V107,Pstorage_V107,x_CH4_V107,x_CO2_V107,x_O2_V107,x_NH3_V107,x_H2S_V107,RH_V107
838,3020400,0.0,0,0,0.022606929009261537,0.2397361620424328,0.07602638379575671,74.99622629532422,1.8879095931228864,1.222850531909142,0.11486399594429658,0.0,0.19308166293302245,0.04293335184282969,3.461639135752177,30.995424502660775,30.995424502660775,55.22293266675994,35.76939956824223,3.359867833170121,5647.799931827721,0.0,131.84411093054982,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
839,3024000,0.0,0,0,0.022606929009261537,0.2397361620424328,0.07602638379575671,74.99622629532422,1.8879095931228864,1.222850531909142,0.11486399594429658,0.0,0.19308166293302245,0.04293335184282969,3.461639135752177,31.013721830540668,31.013721830540668,55.22293266675994,35.76939956824223,3.359867833170121,5647.799931827721,0.0,130.51330434872585,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
840,3027600,18.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.24088593206038,31.24088593206038,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,122.00506093400185,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
841,3031200,0.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.300175360623754,31.300175360623754,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,118.12062472771679,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
842,3034800,0.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.27664286836031,31.27664286836031,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,119.64528248305062,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
843,3038400,0.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.284544582410845,31.284544582410845,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,119.13084856107672,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
844,3042000,0.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.339389005659886,31.339389005659886,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,115.62889886649242,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
845,3045600,0.0,50,50,0.022677292694496157,0.23736985367001326,0.07626301463299869,75.22965078472156,1.894101597423533,1.2268612619675154,0.11512019007463269,0.0,0.19371493610013402,0.04306996604172107,3.4728679516075363,31.324459884916333,31.324459884916333,55.22487345886822,35.770656672221456,3.3564714469806085,5647.998421929704,0.0,116.5704028027331,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
846,3049200,18.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.337847376819735,31.337847376819735,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,122.38035729804484,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
847,3052800,0.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.351520387336503,31.351520387336503,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,121.47174630177724,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
848,3056400,0.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.309266793862736,31.309266793862736,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,124.3047301376395,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
849,3060000,0.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.250595850915687,31.250595850915687,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,128.3640922080738,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
850,3063600,0.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.348122841160286,31.348122841160286,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,121.6968036130704,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
851,3067200,0.0,50,50,0.02274696959715794,0.23502664157725436,0.07649733584227457,75.46079694161175,1.9002331648577697,1.230832845419237,0.11535307958920288,0.0,0.19434202822409008,0.04318298273157197,3.4839441008218714,31.213437416689075,31.213437416689075,55.227116897683445,35.77210980872677,3.352545429053978,5648.227864535807,0.0,131.01304271812296,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
852,3070800,18.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.558683094472634,31.558683094472634,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,114.93443770235423,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
853,3074400,0.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.421046332880305,31.421046332880305,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,123.82714437383287,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
854,3078000,0.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.339709686459138,31.339709686459138,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,129.44968692022326,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
855,3081600,0.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.492181099349093,31.492181099349093,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,119.1369351647711,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
856,3085200,0.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.3043601028693,31.3043601028693,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,131.98347757178874,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
857,3088800,0.0,50,50,0.02281593469218269,0.23270736734911202,0.0767292632650888,75.68958174784686,1.9063020932199477,1.2347638558356477,0.11585980341705883,0.0,0.19496271407931282,0.04331095246793321,3.4951994190199005,31.51157756011846,31.51157756011846,55.224904039965125,35.77067648043196,3.356417930061026,5648.001549541888,0.0,117.8933867010063,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
858,3092400,18.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.33591647292807,31.33591647292807,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,137.20791035049334,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
859,3096000,0.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.609926002756836,31.609926002756836,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,118.19194012139114,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
860,3099600,0.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.519455474634018,31.519455474634018,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,124.11733518679841,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
861,3103200,0.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.389269505245554,31.389269505245554,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,133.24724263040443,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
862,3106800,0.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.41483232199518,31.41483232199518,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,131.39579771269524,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
863,3110400,0.0,50,50,0.02288421855056778,0.2304110028926601,0.07695889971073401,75.91610661965356,1.9123110727578356,1.2386560357635978,0.11608374538612029,0.0,0.19557726880477863,0.04346611423900597,3.5060942369513377,31.51443788844606,31.51443788844606,55.22715708956617,35.77213584210535,3.3524750932592218,5648.231975069267,0.0,124.4557377357413,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
864,3114000,18.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.502971378513546,31.502971378513546,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,132.37302054865998,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
865,3117600,0.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.63732542871443,31.63732542871443,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,123.06354969624849,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
866,3121200,0.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.72807599961253,31.72807599961253,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,117.1972865895356,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
867,3124800,0.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.627623791233834,31.627623791233834,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,123.71023316954634,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
868,3128400,0.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.645795200999043,31.645795200999043,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,122.50212506719778,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
869,3132000,0.0,50,50,0.022951814574773095,0.22813777008107602,0.0771862229918924,76.14034967035226,1.9182595228879034,1.2425090091433009,0.11643791703328148,0.0,0.19618563302262645,0.043604668065435635,3.516996750152548,31.621339323565927,31.621339323565927,55.22726710815925,35.7722071041486,3.3522825607213216,5648.243226970831,0.0,124.1312030746568,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
870,3135600,18.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.62615282254133,31.62615282254133,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,130.76458452529232,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
871,3139200,0.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.8229962714873,31.8229962714873,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,117.60715203384777,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
872,3142800,0.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.676362795664843,31.676362795664843,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,127.25584770395983,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
873,3146400,0.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.609933133429173,31.609933133429173,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,131.92147430117242,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
874,3150000,0.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.630982944600692,31.630982944600692,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,130.4223046153081,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
875,3153600,0.0,50,50,0.02301874426560452,0.22588694584909086,0.07741130541509093,76.36238222671645,1.924149335681069,1.2463240015206922,0.11668766843795562,0.0,0.19678800024010928,0.0437588808903339,3.52770788677016,31.85346100674261,31.85346100674261,55.22897529308556,35.773313542112234,3.349293237100285,5648.41792770193,0.0,115.70870914830435,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
876,3157200,18.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,31.69429794710188,31.69429794710188,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,133.0931066433832,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
877,3160800,0.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,31.851998472657712,31.851998472657712,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,122.247255306312,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
878,3164400,0.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,31.96603853740754,31.96603853740754,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,115.03028990336368,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
879,3168000,0.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,31.787643184327276,31.787643184327276,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,126.54695528041975,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
880,3171600,0.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,31.80061167794818,31.80061167794818,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,125.66682857821276,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
881,3175200,0.0,50,50,0.023085028916841832,0.2236578140936582,0.07763421859063419,76.5822749287311,1.9299823849899524,1.250102226641219,0.11707782055413869,0.0,0.19738456210124508,0.04390538352263725,3.5384523778091923,32.001099271213995,32.001099271213995,55.22839979389021,35.772940775587976,3.350300360692137,5648.359069829679,0.0,112.9099814913648,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
882,3178800,18.0,50,50,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.60577323433379,31.60577323433379,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,147.41018791066125,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
883,3182400,0.0,50,50,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.679263993768387,31.679263993768387,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,141.60688031987624,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
884,3186000,0.0,50,50,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.916412502667463,31.916412502667463,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,124.57943818291916,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
885,3189600,0.0,0,0,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.782728335901908,31.782728335901908,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,133.8718183286697,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
886,3193200,0.0,0,0,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.87365080188882,31.87365080188882,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,127.46948025109282,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
887,3196800,0.0,0,0,0.023150661040215344,0.22145062664290763,0.07785493733570924,76.80000293481038,1.9357580118468216,1.2538432576735092,0.11737509300661429,0.0,0.1979752512116067,0.04405736965856058,3.549008983397113,31.85026228719665,31.85026228719665,55.22923638258298,35.77348265690033,3.3488363304797897,5648.444630036894,0.0,129.08244373190988,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
888,3200400,18.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,32.04821032553635,32.04821032553635,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,122.46409945788037,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
889,3204000,0.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,31.839461174307647,31.839461174307647,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,136.97789012709345,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
890,3207600,0.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,32.0383413251466,32.0383413251466,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,123.10947773119337,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
891,3211200,0.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,31.896750534318247,31.896750534318247,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,132.8085286529356,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
892,3214800,0.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,31.859345424957766,31.859345424957766,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,135.51411740496607,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
893,3218400,0.0,0,0,0.023215620536679426,0.21926605942135619,0.0780733940578644,77.01549956838033,1.941474447535661,1.2575459489719618,0.11778309062406396,0.0,0.19855988667978341,0.04420846579147924,3.5595718396029494,32.06845517492691,32.06845517492691,55.2282720471839,35.77285803056229,3.350523917428193,5648.346004825623,0.0,121.15222175815843,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
894,3222000,18.0,0,0,0.02327995753085047,0.21710242675408437,0.07828975732459156,77.22893111284336,1.947136103022713,1.2612131576397114,0.11822386216050232,0.0,0.19913891962732283,0.04435087806263513,3.5700629205128847,31.948020719890536,31.948020719890536,55.22674794704788,35.77187082933782,3.3531910926662287,5648.190130948076,0.0,136.20820253999665,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
