,time_simulation,P_104 [L/s],Mix_TK100,Mix_R101,Csus_R101,x_R101,SV_p,SV_gl,molCH4_acum_V101,molCO2_acum_V101,molO2_acum_V101,molH2S_acum_V101,molNH3_acum_V101,molH2O_acum_V101,biogas_acum_V101,Pacum_V101,Pstorage_V101,x_CH4_V101,x_CO2_V101,x_O2_V101,x_NH3_V101,x_H2S_V101,RH_V101,molCH4_acum_V102,molCO2_acum_V102,molO2_acum_V102,molH2S_acum_V102,molNH3_acum_V102,molH2O_acum_V102,biogas_acum_V102,Pacum_V102,Pstorage_V102,x_CH4_V102,x_CO2_V102,x_O2_V102,x_NH3_V102,x_H2S_V102,RH_V102,molCH4_acum_V107,molCO2_acum_V107,molO2_acum_V107,molH2S_acum_V107,molNH3_acum_V107,molH2O_acum_V107,biogas_acum_V107,Pacum_V107,Pstorage_V107,x_CH4_V107,x_CO2_V107,x_O2_V107,x_NH3_V107,x_H2S_V107,RH_V107
115,417600,0.0,0,0,0.006296799816924704,0.7882406233193167,0.02117593766806834,20.889003712666014,0.4526182241972446,0.2931731679459425,0.02838319562622274,0.0,0.04629050020199092,0.010458033493260573,0.8309231214646613,7.442908119604538,7.442908119604538,55.1660553060634,35.732558550518334,3.4594032143890696,5641.982929029211,0.0,64.09653013105978,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
116,421200,0.0,0,0,0.006296799816924704,0.7882406233193167,0.02117593766806834,20.889003712666014,0.4526182241972446,0.2931731679459425,0.02838319562622274,0.0,0.04629050020199092,0.010458033493260573,0.8309231214646613,7.5177536363611255,7.5177536363611255,55.1660553060634,35.732558550518334,3.4594032143890696,5641.982929029211,0.0,53.84757826324111,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
117,424800,0.0,0,0,0.006296799816924704,0.7882406233193167,0.02117593766806834,20.889003712666014,0.4526182241972446,0.2931731679459425,0.02838319562622274,0.0,0.04629050020199092,0.010458033493260573,0.8309231214646613,7.441214195097213,7.441214195097213,55.1660553060634,35.732558550518334,3.4594032143890696,5641.982929029211,0.0,64.35284324688982,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
118,428400,0.0,0,0,0.006296799816924704,0.7882406233193167,0.02117593766806834,20.889003712666014,0.4526182241972446,0.2931731679459425,0.02838319562622274,0.0,0.04629050020199092,0.010458033493260573,0.8309231214646613,7.5153596557766384,7.5153596557766384,55.1660553060634,35.732558550518334,3.4594032143890696,5641.982929029211,0.0,54.145096757241554,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
119,432000,0.0,0,0,0.006296799816924704,0.7882406233193167,0.02117593766806834,20.889003712666014,0.4526182241972446,0.2931731679459425,0.02838319562622274,0.0,0.04629050020199092,0.010458033493260573,0.8309231214646613,7.431870433850645,7.431870433850645,55.1660553060634,35.732558550518334,3.4594032143890696,5641.982929029211,0.0,65.78773312549828,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
120,435600,18.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.8102462012593215,7.8102462012593215,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,60.666693879831094,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
121,439200,0.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.784775581443369,7.784775581443369,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,64.22684035978001,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
122,442800,0.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.802086031939174,7.802086031939174,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,61.78231421596364,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
123,446400,0.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.7952060403462164,7.7952060403462164,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,62.741022144157974,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
124,450000,0.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.7724662578827415,7.7724662578827415,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,66.03189634734375,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
125,453600,0.0,50,50,0.006528163509528368,0.7804599358658888,0.02195400641341113,21.65652962650941,0.4729782291463671,0.3063608984243514,0.029488104200597182,0.0,0.048372773435423906,0.010983796455498913,0.8681838016622385,7.800913724610201,7.800913724610201,55.177114590928426,35.73972195094227,3.4400494658752647,5643.113992254043,0.0,61.94449084204079,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
126,457200,18.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.117230579901916,8.117230579901916,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,65.13730467880129,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
127,460800,0.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.139258116792908,8.139258116792908,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,62.12908778081649,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
128,464400,0.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.12476902363105,8.12476902363105,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,64.08958828454199,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
129,468000,0.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.12343060613937,8.12343060613937,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,64.27420167005886,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
130,471600,0.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.120480586122014,8.120480586122014,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,64.6832442014628,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
131,475200,0.0,50,50,0.006757266761186219,0.7727552663230862,0.02272447336769138,22.416556753559163,0.49313931529225796,0.31941978376884883,0.030481863426344305,0.0,0.05043470270034456,0.011504353350599652,0.9049800185383953,8.136080837889848,8.136080837889848,55.193368382182776,35.75024997482292,3.4116053311801684,5644.776311814146,0.0,62.553107322542466,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
132,478800,18.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.44497174980558,8.44497174980558,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,66.61784457621579,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
133,482400,0.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.425094459325678,8.425094459325678,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,69.42324192894284,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
134,486000,0.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.489362104198754,8.489362104198754,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,60.80501588608325,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
135,489600,0.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.444313587214095,8.444313587214095,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,66.70865083064132,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
136,493200,0.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.458099001249778,8.458099001249778,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,64.8356564791705,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
137,496800,0.0,50,50,0.006984090544860326,0.7651272545641478,0.023487274543585228,23.169021973519648,0.5130998082555794,0.332348739438273,0.03182927852165586,0.0,0.052476116753411524,0.012012831635915678,0.9417667746048356,8.518148172898817,8.518148172898817,55.186623529353675,35.74588114969499,3.4234088236310773,5644.086497320261,0.0,57.34369909492422,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
138,500400,18.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.802881727471886,8.802881727471886,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,62.43009113501836,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
139,504000,0.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.790606341354898,8.790606341354898,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,63.96347641716271,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
140,507600,0.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.811561337446312,8.811561337446312,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,61.37105117363242,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
141,511200,0.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.810511616893953,8.810511616893953,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,61.49804202181696,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
142,514800,0.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.766394552440294,8.766394552440294,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,67.11489169690745,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
143,518400,0.0,50,50,0.007208620185234032,0.7575763941153086,0.024242360588469136,23.913876602495378,0.5328584166084656,0.3451469289395742,0.03282559353079631,0.0,0.054496883516774876,0.012370896280169163,0.9776987188757801,8.761094379085621,8.761094379085621,55.19973672526035,35.75437492431636,3.400460730794393,5645.427619628899,0.0,67.8280457873457,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
144,522000,18.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.133751784739278,9.133751784739278,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,62.359274173386815,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
145,525600,0.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.08414510302011,9.08414510302011,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,68.56170158900785,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
146,529200,0.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.09323386326132,9.09323386326132,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,67.37474288457747,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
147,532800,0.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.113675741560314,9.113675741560314,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,64.7893385632694,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
148,536400,0.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.107666299279414,9.107666299279414,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,65.53751411017733,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
149,540000,0.0,50,50,0.007430949571746664,0.7500995275045631,0.0249900472495437,24.651432109312385,0.5524234026215772,0.35781970397079427,0.03421754689165551,0.0,0.05649784799538857,0.012788747569794137,1.0137472490492097,9.130198256168832,9.130198256168832,55.189441101214086,35.74770616783185,3.41847807287535,5644.374658078712,0.0,62.781762414968725,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
150,543600,18.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.414127541483012,9.414127541483012,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,67.23159117502472,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
151,547200,0.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.374157438099044,9.374157438099044,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,72.42162276925511,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
152,550800,0.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.452884182037318,9.452884182037318,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,62.5987034089208,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
153,554400,0.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.415887985892866,9.415887985892866,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,67.01289866800983,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
154,558000,0.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.409544383935156,9.409544383935156,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,67.80474660809507,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
155,561600,0.0,50,50,0.007651127439230816,0.7426950157949789,0.02573049842050211,25.38185016690431,0.5717990549601826,0.37036984241739096,0.03492558058418414,0.0,0.05847944880274594,0.013193351908250007,1.0487672786727538,9.418079966371394,9.418079966371394,55.21566738810076,35.764693649110725,3.372582070823656,5647.056891964851,0.0,66.7417258828917,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
156,565200,18.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.777543986549455,9.777543986549455,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,61.98292298352297,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
157,568800,0.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.695162925353818,9.695162925353818,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,71.81022398561018,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
158,572400,0.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.737559689668567,9.737559689668567,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,66.54792633145597,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
159,576000,0.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.6752773434182,9.6752773434182,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,74.43996548448733,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
160,579600,0.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.700655372072816,9.700655372072816,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,71.10257135893828,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
161,583200,0.0,50,50,0.007869086839139491,0.7353651104449151,0.026463488955508485,26.104908680161348,0.590979482152146,0.38279352821218543,0.03563208499658719,0.0,0.060441083401924015,0.013608283428243943,1.0834544621910867,9.704497813312676,9.704497813312676,55.23966845734287,35.780239796233445,3.330580199649982,5649.511546773702,0.0,70.612210581864,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
162,586800,18.0,50,50,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,10.051842842860454,10.051842842860454,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,66.80304643400198,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
163,590400,0.0,50,50,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,10.050385955236214,10.050385955236214,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,66.97152253764006,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
164,594000,0.0,50,50,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,10.107366735747041,10.107366735747041,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,60.72706787128941,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
165,597600,0.0,0,0,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,10.014196517329408,10.014196517329408,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,71.3153828564867,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
166,601200,0.0,0,0,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,9.990135420206444,9.990135420206444,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,74.38035284250392,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
167,604800,0.0,0,0,0.008084937513955495,0.728106120849552,0.027189387915044817,26.82097170879596,0.6099743415359543,0.3950970166766976,0.03665862429606094,0.0,0.06238373947526805,0.013988202238997837,1.1181019242229788,10.030046417859582,10.030046417859582,55.24560825490802,35.78408716511087,3.3201855539109766,5650.119026070137,0.0,69.3747064755451,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
168,608400,18.0,0,0,0.008298642248067143,0.7209192985580827,0.02790807014419174,27.529915793737942,0.6287803581377793,0.40727818652106157,0.03809748796760487,0.0,0.06430708208227288,0.014332362327695218,1.1527954770364137,10.387509414938908,10.387509414938908,55.23063066462684,35.77438577140602,3.346396336903045,5648.587227064108,0.0,64.61158732821389,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
169,612000,0.0,0,0,0.008298642248067143,0.7209192985580827,0.02790807014419174,27.529915793737942,0.6287803581377793,0.40727818652106157,0.03809748796760487,0.0,0.06430708208227288,0.014332362327695218,1.1527954770364137,10.30115421602879,10.30115421602879,55.23063066462684,35.77438577140602,3.346396336903045,5648.587227064108,0.0,74.72065366602519,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
170,615600,0.0,0,0,0.008298642248067143,0.7209192985580827,0.02790807014419174,27.529915793737942,0.6287803581377793,0.40727818652106157,0.03809748796760487,0.0,0.06430708208227288,0.014332362327695218,1.1527954770364137,10.407003875460337,10.407003875460337,55.23063066462684,35.77438577140602,3.346396336903045,5648.587227064108,0.0,62.55028788013314,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
171,619200,0.0,0,0,0.008298642248067143,0.7209192985580827,0.02790807014419174,27.529915793737942,0.6287803581377793,0.40727818652106157,0.03809748796760487,0.0,0.06430708208227288,0.014332362327695218,1.1527954770364137,10.39860532481831,10.39860532481831,55.23063066462684,35.77438577140602,3.346396336903045,5648.587227064108,0.0,63.42903169198867,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
